,sentence
1026,"Patuloy|JJD pa|RBI rin|RBI ang|DTC iyak|NNC ni|DTP Lisa|NNP na|CCP nagkukuwento|VBTR sa|CCT kakambal|NNC niya|PRS .|PMP
"
1027,"ΓÇ£|PMS Sara|NNP ,|PMC nanaginip|VBTR ako|PRS .|PMP
"
1028,"Nabuhay|VBTS ΓÇÖ|PMS yong|PRO_CCP mga|DTCP lobo|NNC sa|CCT simbahan|NNC .|PMP
"
1029,"Gusto|VBS nila|PRP akong|PRS_CCP kunin|VBOF upang|CCB dalhin|VBOF sa|CCT kanila|PRSP .|PMP
"
1030,"Di|RBF na|RBI nila|PRP ako|PRS ibabalik|VBTF kina|DTPP Mama|NNP at|CCA Papa|NNP .|PMP
"
1031,"Ililipad|VBOF na|CCP nila|PRP sana|VBS ako|PRS sa|CCT Asog|NNP dahil|CCR doon|PRL daw|RBI ang|DTC tirahan|NNC nila|PRP .|PMP
"
1032,"Mabuti|JJD na|RBI lang|RBI at|CCA nagising|VBTS ako|PRS .|PMP
"
1033,"Sara|NNP ,|PMC nakatatakot|JJD sobra|JJCS .|PMP
"
1034,"Ayoko|NNP na|CCP nun|FW .|PMP
"
1035,"ΓÇ¥|PMS Kinalma|VBTS ni|DTP Sara|NNP ang|DTC isip|NNC ni|DTP Lisa|NNP .|PMP
"
1036,"Pinagsabihan|VBRF siya|PRS na|CCP makinig|VBW dapat|VBS sa|CCT mas|JJCC nakatatanda|VBTR sa|CCT kaniya|PRSP .|PMP
"
1037,"Na|CCP lagi|RBW dapat|VBS magdasal|VBW bago|RBW matulog|VBW upang|CCB di|RBF managinip|NNC ng|CCB kung|RBK ano|RBQ -|PMS ano|PRQ .|PMP
"
1038,"Nakatulog|VBTS na|CCP si|DTP Lisa|NNP na|CCP yakap|NNC -|PMS yakap|NNC ang|DTC kakambal|NNC niya|PRS .|PMP
"
1039,"Matalino|JJD ,|PMC masipag|JJD at|CCA maaasahan|VBTF .|PMP
"
1040,"Iyan|PRS si|DTP Nanoy|NNP !|PMS
"
1041,"Lumaki|VBAF siya|PRS sa|CCT simpleng|JJD_CCP pamumuhay|NNC kasama|CCB ang|DTC Mama|NNP ,|PMC Papa|NNP at|CCA kapatid|NNC niya|PRS .|PMP
"
1042,"Nakatira|VBTS sila|PRP sa|CCT simpleng|JJD_CCP bahay|NNC sa|CCT gilid|JJD ng|CCB palayan|NNC .|PMP
"
1043,"ΓÇ£|PMS Na|CCP ΓÇª|PMS noooo|FW ,|PMC ΓÇ¥|FW nag|FW -|PMS uumpisa|NNC pa|RBI lang|RBI na|CCP tumawag|VBAF ng|CCB Mama|NNC niya|PRS ay|LM nariyan|VBTS na|CCP kaagad|RBD si|DTP Nanoy|NNP .|PMP
"
1044,"ΓÇ£|PMS Ano|PRQ po|RBS ΓÇÖ|PMS yon|PRO ,|PMC Mama|NNP ?|PMQ
"
1045,"ΓÇ¥|PMS tanong|NNC ni|DTP Nanoy|NNP .|PMP
"
1046,"ΓÇ£|PMS O|NNPA ,|PMC andito|RBR ka|PRS na|CCP agad|RBW ?|PMQ
"
1047,"ΓÇ¥|PMS nabiglang|RBD_CCP tanong|NNC ni|DTP Mama|NNP .|PMP
"
1048,"ΓÇ£|PMS Maghain|VBOF ka|PRS na|RBI ng|CCB kanin|NNC at|CCA kakain|VBTF na|CCP tayo|PRP ,|PMC ΓÇ¥|PMS sabi|VBS ng|CCB Mama|NNC ni|DTP Nanoy|NNP .|PMP
"
1049,"ΓÇ£|PMS Opo|NNC ,|PMC Ma|NNC .|PMP
"
1050,"Tatawagin|VBTF_VBOF ko|PRS na|CCP rin|RBI po|RBS si|DTP Lina|NNP ,|PMC ΓÇ¥|CDB sagot|NNC ni|DTP Nanoy|NNP na|CCP dali|JJD -|PMS daling|FW tinawag|VBOF si|DTP Lina|NNP dahil|CCR kakain|VBTF na|RBI .|PMP
"
1051,"ΓÇ£|PMS Pagkatapos|VBW nating|PRP_CCP kumain|VBAF ay|LM ako|PRS na|CCP po|RBS ang|DTC maghuhugas|VBW ,|PMC ΓÇ¥|PMS sabi|VBS ni|DTP Nanoy|NNP .|PMP
"
1052,"ΓÇ£|PMS Huwag|RBF na|RBI .|PMP
"
1053,"Ako|PRS na|RBI .|PMP
"
1054,"Makipaglaro|VBW ka|PRS na|CCP sa|CCT mga|DTCP pinsan|NNC mo|PRS sa|CCT kabila|JJD at|CCA hinihintay|VBTR ka|PRS na|CCP ,|PMC ΓÇ¥|PMS sabi|VBS ng|CCB Mama|NNC .|PMP
"
1055,"ΓÇ£|PMS Salamat|RBS po|RBS ,|PMC Mama|NNC ,|PMC ΓÇ¥|PMS sabi|VBS ni|DTP Nanoy|NNP ,|PMC at|CCA tumakbo|VBAF siya|PRS papunta|RBL sa|CCT kabilang|CCB bahay|NNC para|CCT maglaro|VBAF .|PMP
"
1056,"Isang|PRI_CCP araw|NNC ,|PMC nagising|VBTS si|DTP Nanoy|NNP na|CCP hinahanap|VBTR ang|DTC Papa|NNP niya|PRS .|PMP
"
1057,"ΓÇ£|PMS Ma|NNCA !|PMQ
"
1058,"Ma|NNP !|PMS
"
1059,"nasaan|JJD po|RBS si|DTP Papa|NNP ?|PMQ
"
1060,"ΓÇ¥|PMS tanong|NNC ni|DTP Nanoy|NNP dahil|CCR di|RBF niya|PRS makita|VBW ang|DTC Papa|NNP niya|PRS sa|CCT kuwarto|NNC at|CCA sala|NNC .|PMP
"
1061,"ΓÇ£|PMS Napakaaga|VBTS namang|RBI_CCP umalis|VBTS_VBAF ni|DTP Papa|NNP !|PMS
"
1062,"ΓÇ¥|PMS malungkot|JJD na|CCP sabi|VBS ni|DTP Nanoy|NNP .|PMP
"
1063,"ΓÇ£|PMS Nanoy|NNP ,|PMC anak|NNC ,|PMC maagang|RBD_CCP umalis|VBAF ang|DTC Papa|NNP mo|PRS dahil|CCR kinuha|VBOF siya|PRS ni|DTP Tiyo|NNP mo|PRS na|CCP magtrabaho|VBAF sa|CCT malayo|JJD .|PMP
"
1064,"Mga|DTCP isang|PRI_CCP buwan|NNC lang|RBI naman|RBI o|CCT baka|RBM hindi|RBF nga|RBI ,|PMC ΓÇ¥|PMS sagot|NNC ng|CCB Mama|NNC niya|PRS .|PMP
"
1065,"ΓÇ£|PMS Di|RBF man|RBI lang|RBI ako|PRS ginising|VBOF ni|DTP Papa|NNP !|PMS
"
1066,"ΓÇ¥|PMS malungkot|JJD na|CCP sabi|VBS ni|DTP Nanoy|NNP .|PMP
"
1067,"ΓÇ£|PMS Nagsabi|VBTS ΓÇÖ|PMS yon|PRO na|CCP tatawag|VBTF na|RBI lang|RBI daw|RBI siya|PRS pag|CCR nakarating|VBTS na|CCP siya|PRS sa|CCT pagtatarabahuhan|NNC niya|PRS ,|PMC ΓÇ¥|CDB paliwanag|NNC ng|CCB Mama|NNC niya|PRS na|CCP nalulungkot|VBTR din|RBI .|PMP
"
1068,"ΓÇ£|PMS Ang|DTC dami|NNC kasi|CCR nating|PRP_CCP gastusin|VBOF ngayon|RBW ,|PMC anak|NNC .|PMP
"
1069,"At|CCA para|CCT rin|RBI sa|CCT iyo|PRSP ang|DTC pagtatrabaho|NNC ni|DTP Papa|NNP mo|PRS sa|CCT malayo|JJD .|PMP
"
1070,"ΓÇ¥|PMS ΓÇ£|CDB Di|JJCN ba|RBI gusto|VBS mong|PRS_CCP maghayskul|VBW sa|CCT lungsod|NNC at|CCA mabili|VBW ang|DTC mga|DTCP gamit|NNC sa|CCT eskuwelahan|NNC na|CCP kailangan|VBS ninyo|PRP ni|DTP Lina|NNP ?|PMQ
"
1071,"ΓÇ¥|PMS paliwanag|NNC ng|CCB mama|NNC ni|DTP Nanoy|NNP .|PMP
"
1072,"Di|RBF na|CCP umimik|VBAF si|DTP Nanoy|NNP .|PMP
"
1073,"Parang|CCT nahimasmasan|VBTS siya|PRS na|CCP nag|VBTS -|PMS iisip|FW .|PMP
"
1074,"Nang|RBW magsabi|VBW ang|DTC Mama|NNC niya|PRS na|CCP ,|PMC ΓÇ£|PMS Hintayin|VBOF na|RBI lang|RBI natin|PRP ang|DTC tawag|NNC niya|PRS .|PMP
"
1075,"ΓÇ¥|PMS Dun|NNC lang|RBI umaliwalas|VBTR ang|DTC mukha|NNC at|CCA napangiti|VBTS na|CCP si|DTP Nanoy|NNP .|PMP
"
1076,"ΓÇ£|PMS Sige|RBT po|RBS ,|PMC Mama|NNC ,|PMC ΓÇ¥|PMS sabi|VBS ni|DTP Nanoy|NNP na|CCP naintindihan|VBTS ang|DTC paliwanag|NNC ng|CCB Mama|NNC niya|PRS .|PMP
"
1077,"ΓÇ£|PMS Tutulungan|JJD kita|NNC ,|PMC Ma|NNC ,|PMC sa|CCT mga|DTCP gawain|NNC dito|PRL sa|CCT bahay|NNC .|PMP
"
1078,"Ako|PRS na|CCP po|RBS ang|DTC maghahanda|VBW ng|CCB mga|DTCP paninda|NNC mong|PRS_CCP meryenda|NNC .|PMP
"
1079,"ΓÇ¥|PMS Pagkatapos|VBW na|CCP sabihin|VBOF ΓÇÖ|PMS yon|PRO ni|DTP Nanoy|NNP ay|LM tumalikod|VBAF na|CCP siya|PRS .|PMP
"
1080,"At|CCA kinuha|VBOF ang|DTC nigo|NNC na|CCP nakasabit|VBTS sa|CCT dingding|NNC .|PMP
"
1081,"ΓÇ£|PMS Ako|PRS na|CCP niyan|PRO .|PMP
"
1082,"Mag|NNP -|PMS aral|NNC ka|PRS na|RBI at|CCA gawin|VBOF mo|PRS na|RBI ang|DTC assignment|FW mo|PRS ,|PMC at|CCA tulungan|VBTF_VBOF mo|PRS rin|RBI si|DTP Lina|NNP sa|CCT mga|DTCP assignment|FW niya|PRS ,|PMC ΓÇ¥|PMS sabi|VBS ng|CCB Mama|NNC niya|PRS na|CCP nagsimula|VBTS nang|RBW magtahip|VBW ng|CCB malagkit|JJD na|CCP bigas|NNC sa|CCT nigo|NNC .|PMP
"
1083,"ΓÇ£|PMS Ma|NNC ,|PMC tapos|RBW ko|PRS na|CCP po|RBS ang|DTC assignment|FW ko|PRS .|PMP
"
1084,"At|CCA tapos|RBW ko|PRS na|RBI rin|RBI pong|PRS_CCP tulungan|VBTF_VBOF si|DTP Lina|NNP sa|CCT assignment|FW niya|PRS ,|PMC ΓÇ¥|PMS sabi|VBS ni|DTP Nanoy|NNP na|CCP kumakamot|VBTR_VBAF sa|CCT ulo|NNC .|PMP
"
1085,"ΓÇ£|PMS Maglalaro|VBTF na|CCP po|RBS ako|PRS ,|PMC Ma|NNCA ,|PMC ΓÇ¥|PMS sabi|VBS ni|DTP Nanoy|NNP na|CCP tumakbo|VBAF palabas|NNC ng|CCB bahay|NNC nila|PRP .|PMP
"
1086,"ΓÇ£|PMS Na|CCP ΓÇª|PMS no|FW ΓÇª|FW ΓÇ¥|PMS Di|RBF pa|RBI man|RBI tapos|JJD ang|DTC Mama|NNC niya|PRS sa|CCT pagtawag|NNC ,|PMC nariyan|VBTS na|CCP naman|RBI kaagad|RBW si|DTP Nanoy|NNP .|PMP
"
1087,"ΓÇ£|PMS O|NNPA ,|PMC bakit|PRQ narito|PRL ka|PRS na|CCP kaagad|RBW ?|PMQ
"
1088,"Ang|DTC liksi|NNC -|PMS liksi|FW mo|PRS naman|RBI !|PMQ
"
1089,"ΓÇ¥|PMS sabi|VBS ng|CCB Mama|NNC niya|PRS na|CCP namamagha|VBTR .|PMP
"
1090,"ΓÇ£|PMS Tapos|RBW na|CCP ba|RBI kayo|PRP ng|CCB ginagawa|VBTR ninyo|PRP ni|DTP Lina|NNP ?|PMQ
"
1091,"ΓÇ¥|PMS ΓÇ£|CDB Opo|NNCA ,|PMC Mama|NNC ,|PMC ΓÇ¥|PMS sagot|NNC ni|DTP Nanoy|NNP .|PMP
"
1092,"Araw|NNP -|PMS araw|NNC ganun|PRC na|CCP ang|DTC naging|VBTS ugali|NNC ni|DTP Nanoy|NNP .|PMP
"
1093,"Lagi|RBW siyang|PRS_CCP alerto|JJD sa|CCT pagtulong|NNC sa|CCT Mama|NNC niya|PRS .|PMP
"
1094,"Maasikaso|VBTF rin|RBI sa|CCT kapatid|NNC niya|PRS .|PMP
"
1095,"Masipag|JJD mag|VBW -|PMS aral|NNC .|PMP
"
1096,"At|CCA kahit|CCT nakikipaglaro|VBTR sa|CCT ibang|PRI_CCP mga|DTCP bata|NNC ,|PMC palagi|RBW siyang|PRS_CCP alisto|JJD .|PMP
"
1097,"Iyan|PRS si|DTP Nanoy|NNP ,|PMC ang|DTC batang|JJD_CCP di|RBF -|PMS nagpapatawag|VBTR .|PMP
"
1098,"Kinaumagahan|NNP nagyaya|VBTS ang|DTC mga|DTCP kaibigan|NNC ni|DTP Nanoy|NNP na|CCP mamingwit|NNC ng|CCB isda|NNC sa|CCT lawa|NNC .|PMP
"
1099,"ΓÇ£|PMS Nanoy|NNP ,|PMC di|RBF ba|RBI ΓÇÖ|PMS t|NNCA matagal|JJD mo|PRS nang|RBW gusto|VBS na|CCP pumunta|VBAF doon|PRL sa|CCT lawa|NNC ng|CCB Bato|NNC upang|CCB mamangka|VBW at|CCA mamingwit|VBW ng|CCB isda|NNC ?|PMQ
"
1100,"Tara|NNP na|CCP !|PMS
"
1101,"Sama|NNP na|CCP kayo|PRP !|PMQ
"
1102,"Kasama|CCB ko|PRS si|DTP Papa|NNP ,|PMC mamamasyal|JJD kami|PRP doon|PRL ,|PMC ΓÇ¥|NNCA alok|NNC ng|CCB mga|DTCP kaibigan|NNC ni|DTP Nanoy|NNP .|PMP
"
1103,"ΓÇ£|PMS Gusto|VBS ko|PRS sanang|VBS_CCP sumama|VBAF ngunit|CCT nangako|VBTS ako|PRS kay|DTP Mama|NNP na|CCP tutulungan|VBTF ko|PRS siya|PRS sa|CCT bahay|NNC ,|PMC ΓÇ¥|CDB malungkot|JJD na|CCP sagot|NNC ni|DTP Nanoy|NNP .|PMP
"
1104,"ΓÇ£|PMS Na|CCP ΓÇª|PMS ΓÇ¥|NNCA Di|JJCN pa|RBI man|RBI tapos|RBW tawagin|VBOF ay|LM maliksing|JJD_CCP lumapit|VBAF si|DTP Nanoy|NNP kay|DTP Mama|NNP niya|PRS .|PMP
"
1105,"ΓÇ£|PMS Opo|NNC ,|PMC Mama|NNC ΓÇ¥|PMS ΓÇ£|NNCA Anak|NNP ,|PMC tumawag|VBAF ang|DTC Papa|NNP mo|PRS ,|PMC tapos|RBW na|CCP raw|RBI ang|DTC trabaho|NNC niya|PRS kaya|CCR uuwi|JJD na|CCP raw|RBI siya|PRS bukas|JJD .|PMP
"
1106,"Pag|CCR -|PMS uwi|NNCA raw|RBI niya|PRS ay|LM sabay|RBD tayong|PRP_CCP mamamasyal|JJD sa|CCT lawa|NNC ng|CCB Bato|NNC para|CCT mamingwit|VBW at|CCA mamangka|VBW .|PMP
"
1107,"Alam|VBS kong|PRS_CCP matagal|JJD mo|PRS na|CCP ΓÇÖ|PMS yang|PRO gustong|VBS_CCP puntahan|VBOF ,|PMC ΓÇ¥|PMS masayang|JJD_CCP ibinalita|VBTS ng|CCB Mama|NNC ni|DTP Nanoy|NNP sa|CCT kaniya|PRSP .|PMP
"
1108,"ΓÇ£|PMS Yehey|NNP !|PMS
"
1109,"Yehey|NNP !|PMS
"
1110,"ΓÇ¥|PMS sobrang|JJCS_CCP nagtatalon|VBTR si|DTP Nanoy|NNP sa|CCT kasiyahan|NNC .|PMP
"
1111,"Alas|NNP -|PMS singko|NNC ng|CCB madaling|JJD_CCP araw|NNC ay|LM nagising|VBTS na|CCP si|DTP Nanoy|NNP .|PMP
"
1112,"Pakakita|VBTS niya|PRS kay|DTP Papa|NNP niya|PRS ay|LM niyakap|VBTS niya|PRS ito|PRO ng|CCB napakahigpit|JJCS_JJD .|PMP
"
1113,"ΓÇ£|PMS Salamat|RBS ,|PMC Papa|NNP ,|PMC at|CCA nakauwi|VBTS ka|PRS na|CCP ,|PMC ΓÇ¥|PMS masayang|JJD_CCP sabi|VBS ni|DTP Nanoy|NNP .|PMP
"
1114,"ΓÇ£|PMS Nabalitaan|VBTR ko|PRS ,|PMC anak|NNC ,|PMC na|CCP tinutulungan|VBTR mo|PRS ang|DTC Mama|NNP mo|PRS dito|PRL sa|CCT bahay|NNC ,|PMC kaya|CCR ngayon|RBW ay|LM pupuntahan|RBD_CCP natin|PRP ang|DTC matagal|JJD mo|PRS nang|RBW gustong|VBS_CCP puntahan|VBOF .|PMP
"
1115,"Mamamangka|NNP tayo|PRP at|CCA mamimingwit|VBW kasama|CCB ang|DTC Mama|NNP mo|PRS at|CCA si|DTP Lina|NNP doon|PRL sa|CCT lawa|NNC ng|CCB Bato|NNC .|PMP
"
1116,"Diretso|JJD na|CCP tayong|PRP_CCP magpipiknik|VBW ,|PMC at|CCA pinapaluto|VBTR ko|PRS ang|DTC Mama|NNC mo|PRS ng|CCB paborito|NNC ninyong|NNC_CCP ulam|NNC ni|DTP Lina|NNP na|CCP pikadilyong|NNC_CCP tilapya|NNC at|CCA gulay|NNC na|CCP laing|NNC .|PMP
"
1117,"ΓÇ¥|PMS ΓÇ£|CDB Talaga|NNP ,|PMC Papa|NNP ?|PMQ
"
1118,"Yehey|NNP !|PMS
"
1119,"Yehey|NNP !|PMS
"
1120,"ΓÇ¥|PMS nagtatalon|VBTR si|DTP Nanoy|NNP sa|CCT sobrang|JJCS_CCP kasiyahan|NNC .|PMP
"
1121,"Namasyal|NNP na|CCP sila|PRP doon|PRL sa|CCT lawa|NNC ng|CCB Bato|NNC .|PMP
"
1122,"Sumasagwan|NNP ang|DTC papa|NNC niya|PRS habang|RBW namimingwit|VBTR naman|RBI si|DTP Nanoy|NNP ng|CCB isda|NNC kasama|CCB ang|DTC Mama|NNC niya|PRS at|CCA si|DTP Lina|NNP .|PMP
"
1123,"Halos|JJD di|RBF na|CCP mabura|VBW ang|DTC ngiti|NNC sa|CCT labi|NNC ni|DTP Nanoy|NNP .|PMP
"
1124,"Habang|RBW nagkukuwentuhan|VBTS sila|PRP doon|PRL sa|CCT bangka|NNC ,|PMC napasigaw|VBTS nang|RBW malakas|JJD si|DTP Nanoy|NNP .|PMP
"
1125,"ΓÇ£|PMS Isda|NNC !|PMS
"
1126,"isda|NNC !|PMS
"
1127,"isda|NNC !|PMS
"
1128,"ΓÇ¥|PMS sigaw|NNC ni|DTP Nanoy|NNP na|CCP pinagtatawanan|VBTR_VBRF ng|CCB Papa|NNP at|CCA Mama|NNP niya|PRS .|PMP
"
1129,"ΓÇ£|PMS Ano|PRQ ΓÇÖ|PMS yan|PRO ,|PMC Nanoy|NNP ?|PMQ
"
1130,"ΓÇ¥|PMS tanong|NNC ng|CCB Papa|NNP niya|PRS .|PMP
"
1131,"ΓÇ£|PMS Nakahuli|VBTS ako|PRS ng|CCB isda|NNC ,|PMC Pa|NNC ,|PMC ΓÇ¥|PMS mas|JJCC lalong|JJCC_CCP nadagdagan|VBTS ang|DTC kasiyahan|NNC ni|DTP Nanoy|NNP .|PMP
"
1132,"Masaya|NNP si|DTP Nanoy|NNP dahil|CCR nakompleto|VBTS silang|PRP_CCP magpamilya|VBW at|CCA nakamit|VBTS ang|DTC matagal|JJD na|CCP niyang|PRS_CCP gusto|VBS ,|PMC na|CCP makasama|VBW silang|PRP_CCP mamasyal|VBW doon|PRL sa|CCT lawa|NNC ng|CCB Bato|NNC .|PMP
"
1133,"Nagpatuloy|VBTS ang|DTC Papa|NNP ni|DTP Nanoy|NNP sa|CCT pagtatrabaho|NNC bilang|CCT karpintero|NNC sa|CCT iba|PRI -|PMS ibang|PRI_CCP lugar|NNC ,|PMC kaya|CCR nakapag|VBTS -|PMS aral|NNC sa|CCT Nanoy|NNP sa|CCT siyudad|NNC at|CCA lalo|JJCC pang|RBI_CCP nagsipag|VBTS ,|PMC hanggang|RBW sa|CCT lumaki|VBAF siya|PRS na|CCP di|RBF nagpapatawag|VBTR .|PMP  
"
1134,"""|PMS Yehey|NNP ""|PMS Sigaw|NNC ng|CCB pugitang|NNC_CCP si|DTP Pogi|NNP .|PMP
"
1135,"Mabilis|RBD ang|DTC paghakbang|NNC ni|DTP Pogi|NNP sa|CCT mapupulang|JJD_CCP korales|NNC sa|CCT dagat|NNC ng|CCB Palumban|NNP habang|RBW sinusundan|VBTR siya|PRS ng|CCB isa|PRI pang|RBI_CCP pugitang|NNC_CCP si|DTP Pogs|NNP .|PMP  
"
1136,"""|PMS Pogi|NNP ,|PMC tama|JJD na|RBI .|PMP
"
1137,"Huwag|RBF kang|PRS_CCP maglaro|VBAF diyan|PRL .|PMP  
"
1138,"""|PMS Walang|VBN_CCP ginagawa|VBTR si|DTP Pogi|NNP kung|RBK hindi|RBF ang|DTC sumunod|VBAF kay|DTP Pogs|NNP .|PMP
"
1139,"Magkapatid|JJD na|CCP pugita|NNC sila|PRP Pogi|NNP at|CCA Pogs|NNP .|PMP
"
1140,"Wala|VBN na|CCP silang|PRP_CCP mga|DTCP magulang|NNC kaya|CCR ang|DTC panganay|NNC na|CCP si|DTP Pogs|NNP ang|DTC palaging|JJD_CCP nasusunod|VBTR .|PMP
"
1141,"Hindi|RBF siya|PRS pwedeng|RBT_CCP suwayin|VBOF ng|CCB kapatid|NNC niyang|PRS_CCP si|DTP Pogi|NNP .|PMP  
"
1142,"""|PMS Huwag|RBF kang|PRS_CCP pumunta|VBAF diyan|PRL .|PMP
"
1143,"Huwag|RBF kang|PRS_CCP pumunta|VBAF rito|PRL .|PMP
"
1144,"Huwag|RBF mong|PRS_CCP hahawakan|VBTF '|PMS yan|PRO .|PMP
"
1145,"Lahat|PRI bawal|JJD .|PMP  
"
1146,"""|PMS Kaya|CCR si|DTP Pogi|NNP ,|PMC panay|JJD ang|DTC simangot|NNC .|PMP
"
1147,"Habang|RBW ang|DTC magkapatid|NNC ay|LM namamasyal|VBTR sa|CCT mapupulang|JJD_CCP korales|NNC ,|PMC biglang|RBD_CCP nakaisip|VBTS ng|CCB plano|NNC si|DTP Pogi|NNP .|PMP  
"
1148,"""|PMS Pogs|NNP ,|PMC taguan|NNC tayo|PRP .|PMP
"
1149,"Ako|PRS ang|DTC taya|NNC .|PMP
"
1150,"Pag|CCR nahuli|VBTS kita|NNC ,|PMC ikaw|PRS ang|DTC maghahanap|VBTF_VBAF ng|CCB alimasag|NNC na|CCP kakainin|VBTF natin|PRP pero|CCT pag|CCR hindi|RBF ,|PMC ako|PRS ang|DTC maghahanap|VBTF_VBAF ng|CCB alimasag|NNC .|PMP  
"
1151,"""|PMS Hamon|NNP ni|DTP Pogi|NNP .|PMP
"
1152,"Nagtago|VBTS silang|PRP_CCP dalawa|CDB .|PMP
"
1153,"Kaagad|RBD na|CCP nagtago|VBTS si|DTP Pogs|NNP sa|CCT mga|DTCP korales|NNC .|PMP
"
1154,"At|CCA si|DTP Pogi|NNP ,|PMC ginaya|VBOF ang|DTC kulay|NNC ng|CCB buhangin|NNC .|PMP  
"
1155,"""|PMS Makakatakas|VBTF na|CCP ako|PRS kay|DTP Pogs|NNP .|PMP  
"
1156,"""|PMS Matagal|JJD na|CCP naghintay|VBTS si|DTP Pogs|NNP kay|DTP Pogi|NNP .|PMP
"
1157,"Nang|RBW mainip|VBW ,|PMC lumabas|VBAF na|CCP siya|PRS sa|CCT kanyang|PRSP_CCP pinagtataguan|VBTR_VBRF ,|PMC subalit|CCT hindi|RBF na|RBI niya|PRS nakita|VBTS si|DTP Pogi|NNP .|PMP  
"
1158,"""|PMS Pogi|NNP ,|PMC nasaan|JJD ka|PRS ?|PMQ
"
1159,"Kanina|RBW pa|RBI ako|PRS naghihintay|VBTR sa|CCT iyo|PRSP .|PMP
"
1160,"Hindi|RBF mo|PRS naman|RBI ako|PRS hinahanap|VBTR .|PMP
"
1161,"Ikaw|NNP na|CCP ang|DTC kukuha|VBTF ng|CCB kakainin|VBTF natin|PRP .|PMP  
"
1162,"""|PMS At|CCA walang|VBN_CCP sumagot|VBAF kay|DTP Pogs|NNP .|PMP
"
1163,"Lumangoy|VBAF na|CCP pala|NNC palayo|RBD si|DTP Pogi|NNP .|PMP
"
1164,"Nakaabot|VBTS siya|PRS sa|CCT madamong|JJD_CCP lugar|NNC ng|CCB karagatan|NNC .|PMP
"
1165,"Sa|CCT gitna|JJD ng|CCB damuhan|NNC ,|PMC mayroong|VBH_CCP malaki|JJD at|CCA matabang|JJD_CCP alimasag|NNC .|PMP
"
1166,"Mabilis|RBD na|CCP pinuluputan|VBTR ito|PRO ni|DTP Pogi|NNP ng|CCB kanyang|PRSP_CCP mga|DTCP galamay|NNC .|PMP
"
1167,"Nasundan|VBTS pala|NNC siya|PRS ni|DTP Pogs|NNP .|PMP  
"
1168,"""|PMS Pogi|NNP ,|PMC bitawan|VBOF mo|PRS iyan|PRO ,|PMC tora|FW -|PMS tora|NNC iyan|PRO !|PMQ ""|PMS  
"
1169,"""|PMS Hinila|VBOF na|CCP si|DTP Pogi|NNP ng|CCB tora|NNC -|PMS tora|NNC .|PMP
"
1170,"Napapikit|VBTS si|DTP Pogs|NNP .|PMP
"
1171,"Umiiyak|VBTR_VBAF si|DTP Pogi|NNP habang|RBW hinihila|VBTR pataas|NNC ng|CCB tora|NNC -|PMS tora|NNC .|PMP
"
1172,"Naisip|VBTS ni|DTP Pogs|NNP na|CCP wala|VBN na|CCP siyang|PRS_CCP magagawa|VBTF dahil|CCR ganoon|PRC din|RBI ang|DTC nangyari|VBTS sa|CCT kanilang|PRSP_CCP mga|DTCP magulang|NNC .|PMP
"
1173,"Maganda|JJD ,|PMC makintab|JJD ,|PMC at|CCA mapula|JJD ang|DTC kulay|NNC ng|CCB tora|NNC -|PMS tora|NNC .|PMP
"
1174,"Katulad|JJC ito|PRO ng|CCB itsura|NNC ng|CCB alimasag|NNC na|CCP paboritong|JJD_CCP kainin|VBOF ng|CCB mga|DTCP pugita|NNC .|PMP
"
1175,"Hinihila|VBOF nito|PRO paitaas|RBD ng|CCB dagat|NNC ang|DTC mga|DTCP pugita|NNC at|CCA hindi|RBF na|RBI sila|PRP nakakabalik|VBTR .|PMP  
"
1176,"""|PMS Pinangako|VBOF ko|PRS sa|CCT sarili|NNC ko|PRS na|CCP poprotektahan|VBTF ko|PRS ang|DTC kapatid|NNC ko|PRS sa|CCT tora|NNC -|PMS tora|NNC .|PMP
"
1177,"Subalit|CCT hindi|RBF ko|PRS ito|PRO nagawa|VBTS .|PMP  
"
1178,"""|PMS Tumalikod|VBAF na|RBI si|DTP Pogs|NNP para|CCT bumalik|VBAF sa|CCT mga|DTCP korales|NNC .|PMP  
"
1179,"""|PMS Pogs|NNP !|PMS
"
1180,"Pogs|NNP !|PMS  
"
1181,"""|PMS Paglingon|NNP ni|DTP Pogs|NNP ,|PMC lumalangoy|VBTR_VBAF na|CCP si|DTP Pogi|NNP papalapit|JJD sa|CCT kaniya|PRSP !|PMS  
"
1182,"""|PMS Pogs|NNP ,|PMC akala|VBS ko|PRS talaga|RBT alimasag|NNC iyon|PRO ,|PMC mabuti|RBD na|RBI lang|RBI nakatakas|VBTS ako|PRS .|PMP
"
1183,"Susundin|VBTF na|CCP kita|NNC mula|RBW ngayon|RBW ,|PMC ""|PMS naiiyak|VBTR na|CCP sabi|VBS ni|DTP Pogi|NNP .|PMP  
"
1184,"""|PMS Pogi|NNP ,|PMC iyon|PRO ang|DTC tora|NNC -|PMS tora|RBD na|CCP kamukha|JJD ng|CCB alimasag|NNC ,|PMC iyon|PRO ang|DTC kumuha|VBAF kay|DTP Nanay|NNP at|CCA kay|DTP Tatay|NNP .|PMP
"
1185,"Kaya|CCR palagi|RBW kitang|RBD_CCP sinasaway|VBTR dahil|CCR ayaw|RBF kong|PRS_CCP matulad|VBW ka|PRS sa|CCT kanila|PRSP .|PMP  
"
